token,pos,lemma,aspect,tense,verbForm,voice,mood,number,person,case,gender
ait,v,aio,imperf,praes,finite,active,ind,sg,3,,
diligenter,adv,diligenter,,,,,,,,,
ponas,v,pono,imperf,fut,finite,active,ind,sg,1,,
te,pron,tu,,,,,,sg,,acc,m
iubebo,v,iubeo,imperf,fut,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
decuriam,n,decuria,,,,,,sg,,acc,f
viatorum,n,viatorum,,,,,,pl,,gen,m
conici,v,conico,imperf,praes,infinitive,passive,,,,,
cocum,pron,cocus,,,,,,sg,,acc,n
quidem,adv,quidem,,,,,,,,,
potentiae,n,potentia,,,,,,sg,,gen,f
admonitum,v,admoneo,perf,past,participle,passive,,sg,,acc,n
in,adp,in,,,,,,,,,
culinam,n,culina,,,,,,sg,,acc,f
obsonium,n,obsonium,,,,,,sg,,acc,n
duxit,v,duco,perf,past,finite,active,ind,sg,3,,
trimalchio',n,trimalchio,,,,,,sg,,abl,n
miti,adi,patuus,,,,,,sg,,abl,m
ad,adp,ad,,,,,,,,,
vultu,n,vultu,,,,,,sg,,abl,m
respexit,v,respicio,perf,past,finite,active,ind,sg,3,,
vinum,n,vinum,,,,,,sg,,acc,n
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
placet,v,placeo,imperf,praes,finite,active,ind,sg,3,,
mutabo,v,muto,imperf,fut,finite,active,ind,sg,1,,
vos,pron,vos,,,,,,pl,,acc,m
illud,pron,ille,,,,,,sg,,acc,n
oportet,v,oportet,imperf,praes,finite,active,ind,sg,3,,
bonum,n,bonum,,,,,,sg,,acc,n
faciatis,v,facio,imperf,praes,finite,active,coni,pl,2,,
deorum,n,deus,,,,,,pl,,gen,m
beneficio,n,beneficium,,,,,,sg,,abl,n
emo,adi,emus,,,,,,sg,,abl,m
nunc,adv,nunc,,,,,,,,,
quicquid,pron,quisquis,,,,,,sg,,acc,n
ad,adp,ad,,,,,,,,,
salivam,n,salivam,,,,,,sg,,acc,f
facit,v,facio,imperf,praes,finite,active,ind,sg,3,,
in,adp,in,,,,,,,,,
suburbano,n,suburbanus,,,,,,sg,,abl,n
nascitur,v,nascor,imperf,praes,finite,passive,ind,sg,3,,
eo,pron,is,,,,,,sg,,abl,n
quod,pron,qui,,,,,,sg,,nom,n
adhuc,adv,adhuc,,,,,,,,,
novi,n,nos,,,,,,sg,,gen,m
dicitur,v,dico,imperf,praes,finite,passive,ind,sg,3,,
confine,adi,confinis,,,,,,sg,,nom,n
esse,aux,sum,,praes,infinitive,active,,,,,
tarraciniensibus,adi,tarraciniens,,,,,,pl,,abl,m
tarentinis,n,tarentinus,,,,,,pl,,abl,m
nunc,adv,nunc,,,,,,,,,
coniungere,v,coniungo,imperf,praes,infinitive,active,,,,,
agellis,n,agella,,,,,,pl,,dat,m
siciliam,n,sicilia,,,,,,sg,,acc,f
volo,v,volo,imperf,praes,finite,active,ind,sg,2,,
africam,n,africa,,,,,,sg,,acc,f
libuerit,v,libero,perf,past,finite,active,coni,sg,3,,
ire,v,eo,imperf,praes,infinitive,active,,,,,
meos,adi,meus,,,,,,pl,,acc,m
fines,n,finis,,,,,,pl,,acc,m
>navigem,v,navigo,imperf,praes,finite,active,coni,sg,1,,
narra,v,naro,imperf,praes,finite,active,ind,sg,2,,
mihi,pron,ego,,,,,,sg,,dat,m
agamemnon,n,agamemnon,,,,,,sg,,acc,m
quam,pron,qui,,,,,,sg,,acc,f
controversiam,n,controversiam,,,,,,sg,,acc,f
hodie,adv,hodie,,,,,,,,,
declamasti,v,declamo,perf,past,finite,active,ind,sg,2,,
causas,n,causa,,,,,,pl,,acc,f
ago,v,ago,imperf,praes,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
domusionem,n,domusio,,,,,,sg,,acc,f
litteras,n,littera,,,,,,pl,,acc,f
didici,v,disco,perf,past,finite,active,ind,sg,1,,
me,pron,ego,,,,,,sg,,acc,m
putes,v,peto,imperf,praes,finite,active,ind,sg,2,,
studia,n,studium,,,,,,pl,,acc,n
fastiditum,v,fastideo,perf,past,participle,passive,,sg,,acc,n
tres,num,tres,,,,,,pl,,acc,f
bybliothecas,n,bybliothecus,,,,,,pl,,acc,f
habeo,v,habeo,imperf,praes,finite,active,ind,sg,1,,
unam,num,unus,,,,,,sg,,acc,f
graecam,adi,graecus,,,,,,sg,,acc,f
alteram,adi,alter,,,,,,sg,,acc,f
latinam,adi,latinus,,,,,,sg,,acc,f
dic,v,dico,imperf,praes,finite,active,imperative,sg,2,,
me,pron,ego,,,,,,sg,,acc,m
amas,v,amo,imperf,praes,finite,active,ind,sg,1,,
peristasim,n,peristas,,,,,,sg,,acc,f
declamationis,n,declamatio,,,,,,sg,,gen,f
tuae,adi,tuus,,,,,,sg psor,psor,gen,f
dixisset,v,dico,perf,pluperfect,finite,active,coni,sg,3,,
agamemnon,n,agamemnon,,,,,,sg,,nom,m
pauper,adi,pauper,,,,,,sg,,nom,m
dives,n,dies,,,,,,sg,,nom,m
inimici,adi,inimicus,,,,,,pl,,nom,m
erant,aux,sum,imperf,past,finite,active,ind,pl,3,,
ait,v,aio,imperf,praes,finite,active,ind,sg,3,,
trimalchio,n,trimalchio,,,,,,sg,,nom,m
quid,pron,quis,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
pauper,n,pauper,,,,,,sg,,nom,m
urbane,v,urbeo,imperf,praes,participle,active,,sg,,abl,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
agamemnon,n,agamemnon,,,,,,sg,,nom,m
nescio,v,nescio,imperf,praes,finite,active,ind,sg,1,,
quam,adv,quam,,,,,,,,,
controversiam,n,controversiam,,,,,,sg,,acc,f
euit,v,eo,imperf,past,finite,active,ind,sg,3,,
statim,adv,statim,,,,,,,,,
trimalchio,n,trimalchio,,,,,,sg,,abl,m
hoc,pron,hic,,,,,,sg,,acc,n
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
factum,v,facio,perf,past,participle,passive,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
controversia,n,controversia,,,,,,sg,,nom,f
est,aux,sum,,praes,finite,active,ind,sg,3,,
factum,v,facio,perf,past,participle,passive,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
nihil,pron,nihil,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
haec,pron,hic,,,,,,pl,,acc,n
aliaque,pron,aliusquis,,,,,,pl,,acc,n
effusissimis,adi,effusus,,,,,,pl,,abl,n
prosequeremur,v,prosequor,imperf,past,finite,passive,coni,pl,1,,
laudationibus,n,laudatio,,,,,,pl,,abl,f
rogo,v,rogo,imperf,praes,finite,active,ind,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
agamemnon,n,agamemnon,,,,,,sg,,nom,m
mihi,pron,ego,,,,,,sg,,dat,m
carissime,adv,caro,,,,,,,,,
numquid,adv,numquid,,,,,,,,,
duodecim,num,duodecim,,,,,,,,,
aerumnas,n,aerumna,,,,,,pl,,acc,f
herculis,n,hercules,,,,,,sg,,gen,m
tenes,v,teneo,imperf,praes,finite,active,imperative,sg,2,,
de,adp,de,,,,,,,,,
ulixe,n,ulis,,,,,,sg,,abl,m
fabulam,n,fabula,,,,,,sg,,acc,f
quemadmodum,adv,quemadmodum,,,,,,,,,
illi,pron,ille,,,,,,sg,,dat,m
cyclops,n,cyclops,,,,,,sg,,nom,m
pollicem,n,pollex,,,,,,sg,,acc,m
poricino,adi,poricinus,,,,,,sg,,acc,m
extorsit,v,exsirso,perf,past,finite,active,ind,sg,3,,
solebam,v,soleo,imperf,past,finite,active,ind,sg,1,,
haec,pron,hic,,,,,,pl,,acc,n
puer,n,puer,,,,,,sg,,nom,m
Homerum,n,Homerus,,,,,,sg,,acc,m
legere,v,lego,imperf,praes,infinitive,active,,,,,
sibyllam,n,sibylla,,,,,,sg,,acc,f
quidem,adv,quidem,,,,,,,,,
cumis,n,cumis,,,,,,sg,,gen,m
ipse,pron,ipse,,,,,,sg,,nom,m
oculis,n,oculus,,,,,,pl,,abl,m
meis,adi,meus,,,,,,pl psor,psor,abl,m
vidi,v,vidi,perf,past,finite,active,ind,sg,1,,
in,adp,in,,,,,,,,,
ampulla,n,ampulla,,,,,,sg,,abl,f
pendere,v,pendeo,imperf,praes,infinitive,active,,,,,
illi,pron,ille,,,,,,pl,,nom,m
pueri,n,puer,,,,,,pl,,nom,m
dicerent,v,dico,imperf,past,finite,active,coni,pl,3,,
sibilla,n,sibillum,,,,,,sg,,abl,f
ti,num,ti,,,,,,,,,
thelis,unknown_by_cltk,thelis,,,,,,,,,
respondebat,v,respondeo,imperf,past,finite,active,ind,sg,3,,
illa,pron,ille,,,,,,pl,,acc,n
apothanin,n,apothanin,,,,,,sg,,acc,n
thelo,unknown_by_cltk,thelus,,,,,,,,,
maxime,adv,magne,,,,,,,,,
haec,pron,hic,,,,,,pl,,acc,n
dicente,v,dico,imperf,praes,participle,active,,sg,,abl,m
gaio,n,gaius,,,,,,sg,,abl,m
puer,n,puer,,,,,,sg,,nom,m
trimalchionis,n,trimalchio,,,,,,sg,,gen,m
delapsus,v,delabor,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
conclamavit,v,conclamo,perf,past,finite,active,ind,sg,3,,
familia,n,familia,,,,,,sg,,nom,f
minus,adv,minus,,,,,,,,,
convivae,n,convivae,,,,,,sg,,nom,m
propter,adp,propter,,,,,,,,,
hominem,n,homo,,,,,,sg,,acc,m
putidum,adi,putidus,,,,,,sg,,acc,m
cuius,pron,qui,,,,,,sg,,gen,m
cervices,n,cervices,,,,,,pl,,acc,m
fractas,v,frahior,perf,past,participle,passive,,pl,,acc,f
libenter,adv,libenter,,,,,,,,,
vidissent,v,vidissent,perf,pluperfect,finite,active,coni,pl,3,,
propter,adp,propter,,,,,,,,,
malum,n,malum,,,,,,sg,,acc,n
exitum,n,exitus,,,,,,sg,,acc,m
cenae,n,coena,,,,,,sg,,gen,f
necesse,adi,necesse,,,,,,,,,
haberent,v,habeo,imperf,past,finite,active,coni,pl,3,,
alienum,adi,alienus,,,,,,sg,,acc,n
mortuum,v,morior,perf,past,participle,passive,,sg,,acc,m
plorare,v,ploro,imperf,praes,infinitive,active,,,,,
ipse,pron,ipse,,,,,,sg,,nom,m
trimalchio,n,trimalchio,,,,,,sg,,nom,m
graviter,adv,graviter,,,,,,,,,
ingemuisset,v,ingemo,perf,pluperfect,finite,active,coni,sg,3,,
superque,adv,super,,,,,,,,,
brachium,n,brachium,,,,,,sg,,acc,n
tanquam,adv,tamquam,,,,,,,,,
laesum,v,laeo,perf,past,participle,passive,,sg,,nom,n
incubuisset,v,incubuo,perf,pluperfect,finite,active,coni,sg,3,,
concurrere,v,concurro,imperf,praes,infinitive,active,,,,,
medici,n,medicus,,,,,,sg,,gen,m
primos,adi,primus,,,,,,pl,,acc,m
fortunata,v,fortuno,perf,past,participle,passive,,pl,,acc,n
crinibus,n,crinis,,,,,,pl,,abl,n
passis,v,patior,perf,past,participle,passive,,pl,,abl,n
scypho,n,scyphus,,,,,,sg,,abl,m
miseramque,pron,idse,,,,,,sg,,acc,m
se,pron,se,,,,,,sg,,acc,m
infelicem,adi,infelicis,,,,,,sg,,acc,m
proclamavit,v,proclamo,perf,past,finite,active,ind,sg,3,,
puer,n,puer,,,,,,sg,,nom,m
quidem,adv,quidem,,,,,,,,,
qui,pron,qui,,,,,,sg,,nom,m
ceciderat,v,cecido,perf,pluperfect,finite,active,ind,sg,3,,
circumibat,v,circumo,imperf,praes,finite,active,ind,sg,3,,
dudum,adp,dudum,,,,,,,,,
pedes,n,pes,,,,,,pl,,acc,m
nostros,adi,noster,,,,,,pl psor,psor,acc,m
missionem,n,missio,,,,,,sg,,acc,f
rogabat,v,rogo,imperf,past,finite,active,ind,sg,3,,
pessime,adv,pessime,,,,,,,,,
mihi,pron,ego,,,,,,sg,,dat,m
erat,aux,sum,imperf,past,finite,active,ind,sg,3,,
his,pron,hic,,,,,,pl,,dat,m
precibus,n,prex,,,,,,pl,,dat,m
ridiculum,adi,ridiculus,,,,,,sg,,nom,n
aliquid,pron,aliquis,,,,,,sg,,acc,n
catastropha,adi,catastrophus,,,,,,sg,,abl,n
quaeretur,v,quaero,imperf,fut,finite,passive,ind,sg,3,,
adhuc,adv,adhuc,,,,,,,,,
exciderat,v,excido,perf,pluperfect,finite,active,ind,sg,3,,
cocus,n,cocus,,,,,,sg,,nom,m
ille,pron,ille,,,,,,sg,,nom,m
qui,pron,qui,,,,,,sg,,nom,m
oblitus,v,obliuiscor,perf,past,participle,passive,,sg,,nom,m
fuerat,aux,sum,perf,pluperfect,finite,active,ind,sg,3,,
porcum,n,porcus,,,,,,sg,,acc,m
exinterare,v,exintero,imperf,praes,infinitive,active,,,,,
itaque,adv,itaque,,,,,,,,,
totum,pron,totus,,,,,,sg,,acc,n
circumspicere,v,circumspico,imperf,praes,infinitive,active,,,,,
triclinium,n,triclinium,,,,,,sg,,acc,n
coepi,v,coepi,perf,past,finite,active,ind,sg,1,,
parietem,n,paries,,,,,,sg,,acc,m
automatum,n,automatum,,,,,,sg,,acc,n
aliquod,pron,aliqui,,,,,,sg,,acc,n
exiret,v,exeo,imperf,past,finite,active,coni,sg,3,,
utique,adv,utique,,,,,,,,,
postquam,adv,postquam,,,,,,,,,
servus,n,servus,,,,,,sg,,nom,m
verberari,v,verberari,imperf,praes,infinitive,passive,,,,,
coepit,v,coepi,perf,past,finite,active,ind,sg,3,,
qui,pron,qui,,,,,,sg,,nom,m
brachium,n,brachium,,,,,,sg,,acc,n
domini,n,dominus,,,,,,sg,,gen,m
contusum,v,confundo,perf,past,participle,passive,,sg,,nom,n
alba,adi,albus,,,,,,sg,,nom,f
potius,adv,potius,,,,,,,,,
quam,adv,quam,,,,,,,,,
conchyliata,v,conchylio,perf,past,participle,passive,,sg,,nom,f
involverat,v,involverat,perf,pluperfect,finite,active,ind,sg,3,,
lana,n,lana,,,,,,sg,,nom,f
longe,adv,longe,,,,,,,,,
aberravit,v,aberro,perf,past,finite,active,ind,sg,3,,
suspicio,n,suspicium,,,,,,sg,,nom,f
mea,adi,meus,,,,,,sg psor,psor,nom,f
in,adp,in,,,,,,,,,
vicem,n,vicem,,,,,,sg,,acc,f
poenae,n,poena,,,,,,sg,,gen,f
venit,v,venio,imperf,past,finite,active,ind,sg,3,,
decretum,v,decerno,perf,past,participle,passive,,sg,,acc,n
trimalchionis,n,trimalchio,,,,,,sg,,gen,m
puerum,n,puer,,,,,,sg,,acc,m
iussit,v,iubeo,perf,past,finite,active,ind,sg,3,,
liberum,adi,liber,,,,,,sg,,acc,n
esse,aux,sum,,praes,infinitive,active,,,,,
quis,pron,quis,,,,,,sg,,nom,m
posset,v,possum,imperf,past,finite,active,coni,sg,3,,
dicere,v,dico,imperf,praes,infinitive,active,,,,,
tantum,adv,tantum,,,,,,,,,
virum,pron,virum,,,,,,sg,,acc,m
esse,aux,sum,,praes,infinitive,active,,,,,
a,adp,ab,,,,,,,,,
servo,n,servo,,,,,,sg,,abl,m
vulneratum,v,vulneratum,perf,past,participle,passive,,sg,,acc,m
comprobamus,v,comprobo,imperf,praes,finite,active,ind,pl,1,,
factum,v,facio,perf,past,participle,passive,,sg,,acc,n
quam,adv,quam,,,,,,,,,
in,adp,in,,,,,,,,,
praecipiti,v,praecipio,perf,past,participle,passive,,sg,,abl,m
res,n,res,,,,,,pl,,nom,f
humanae,adi,humanus,,,,,,pl,,nom,f
essent,v,sum,imperf,past,finite,active,coni,pl,3,,
vario,adi,vario,,,,,,sg,,abl,m
sermone,n,sermo,,,,,,sg,,abl,m
garrimus,v,garro,imperf,praes,finite,active,ind,pl,1,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
trimalchio,n,trimalchio,,,,,,sg,,abl,m
oportet,v,oportet,imperf,praes,finite,active,ind,sg,3,,
hunc,pron,hic,,,,,,sg,,acc,m
casum,n,casus,,,,,,sg,,acc,m
sine,adp,sine,,,,,,,,,
inscriptione,n,inscriptio,,,,,,sg,,abl,f
transire,v,transeo,imperf,praes,infinitive,active,,,,,
statimque,adv,statimque,,,,,,,,,
codicillos,n,codicillus,,,,,,pl,,acc,m
poposcit,v,poposco,perf,past,finite,active,ind,sg,3,,
diu,adv,diu,,,,,,,,,
cogitatione,n,cogitatio,,,,,,sg,,abl,f
distorta,adi,distortus,,,,,,sg,,abl,f
haec,pron,hic,,,,,,sg,,acc,n
recitavit,v,recito,perf,past,finite,active,ind,sg,3,,
quod,adv,quod,,,,,,,,,
expectes,v,exspehio,imperf,praes,participle,active,,pl,2,nom,
transverso,adi,transverso,,,,,,sg,,nom,m
fit,v,facio,imperf,praes,finite,passive,ind,sg,3,,
supra,adp,supra,,,,,,,,,
fortuna,n,fortuna,,,,,,sg,,abl,f
negotia,n,negotia,,,,,,pl,,acc,n
curat,v,curo,imperf,praes,finite,active,ind,sg,3,,
da,v,do,imperf,praes,finite,active,imperative,sg,2,,
nobis,pron,nos,,,,,,pl,,dat,m
vina,n,vina,,,,,,pl,,acc,n
falerna,adi,falernus,,,,,,pl,,acc,n
puer,n,puer,,,,,,sg,,nom,m
hoc,pron,hic,,,,,,sg,,acc,n
epigrammate,n,epigramma,,,,,,sg,,abl,m
coepit,v,coepi,perf,past,finite,active,ind,sg,3,,
poetarum,n,poeta,,,,,,pl,,gen,f
esse,aux,sum,,praes,infinitive,active,,,,,
mentio,n,mentio,,,,,,sg,,nom,f
diuque,adv,diuque,,,,,,,,,
summa,adi,summus,,,,,,sg,,nom,f
carminis,n,carmen,,,,,,sg,,gen,n
penes,adp,penes,,,,,,,,,
mopsum,n,mops,,,,,,sg,,acc,m
thracem,n,thracem,,,,,,sg,,acc,m
commorata,v,commoro,perf,past,participle,passive,,sg,,nom,f
est,aux,sum,,praes,finite,active,ind,sg,3,,
donec,adv,donec,,,,,,,,,
trimalchio,n,trimalchio,,,,,,sg,,acc,m
rogo,v,rogo,imperf,praes,finite,active,ind,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
magister,n,magister,,,,,,sg,,nom,m
quid,pron,quis,,,,,,sg,,acc,n
putas,v,puto,imperf,praes,finite,active,ind,sg,2,,
ciceronem,n,cicero,,,,,,sg,,acc,m
publilium,adi,publilis,,,,,,pl,,gen,m
interesse,v,intersum,imperf,praes,infinitive,active,,,,,
alterum,pron,alter,,,,,,sg,,acc,m
puto,v,puto,imperf,praes,finite,active,ind,sg,1,,
disertiorem,adi,disertus,,,,,,sg,,acc,m
fuisse,aux,sum,perf,past,infinitive,active,,,,,
alterum,pron,alter,,,,,,sg,,acc,m
honestiorem,adi,honestus,,,,,,sg,,acc,m
quid,pron,quis,,,,,,sg,,acc,n
his,pron,hic,,,,,,pl,,dat,m
melius,adv,melius,,,,,,,,,
dici,v,dico,imperf,praes,infinitive,passive,,,,,
potest,v,possum,imperf,praes,finite,active,ind,sg,3,,
luxuriae,n,luxuria,,,,,,sg,,gen,f
ructu,n,ructus,,,,,,sg,,acc,m
martis,n,mars,,,,,,sg,,gen,m
marcent,v,marceo,imperf,praes,finite,active,ind,pl,3,,
moenia,n,moenia,,,,,,pl,,acc,n
tuo,adi,tuus,,,,,,sg psor,psor,abl,n
palato,n,palas,,,,,,sg,,abl,n
clausus,v,claudo,perf,past,participle,passive,,sg,,nom,m
pavo,n,pavo,,,,,,sg,,nom,m
pascitur,v,pasco,imperf,praes,finite,passive,ind,sg,3,,
plumato,v,plumo,perf,past,participle,passive,,sg,,abl,m
amictus,v,amicio,perf,past,participle,passive,,sg,,nom,m
aureo,adi,aureus,,,,,,sg,,abl,m
babylonico,adi,babylonicus,,,,,,sg,,abl,m
gallina,adi,gallinus,,,,,,sg,,abl,f
tibi,pron,tu,,,,,,sg,,dat,m
numidica,adi,numidicus,,,,,,sg,,abl,n
tibi,pron,tu,,,,,,sg,,dat,m
gallus,adi,gallus,,,,,,sg,,nom,m
spado,n,spadus,,,,,,sg,,nom,m
ciconia,n,ciconia,,,,,,sg,,nom,f
grata,adi,gratus,,,,,,pl,,acc,n
peregrina,adi,peregrinus,,,,,,pl,,acc,n
hospita,adi,hospitus,,,,,,pl,,nom,n
pietaticultrix,n,pietaticultrix,,,,,,sg,,nom,f
gracilipes,adi,gracilipipus,,,,,,sg,,nom,f
crotalistria,adi,crotalis,,,,,,sg,,nom,f
avis,n,avis,,,,,,sg,,nom,f
exul,n,exul,,,,,,sg,,nom,m
hiemis,n,hiema,,,,,,sg,,gen,m
titulus,n,titulus,,,,,,sg,,nom,m
tepidi,adi,tepidus,,,,,,sg,,gen,n
temporis,n,tempus,,,,,,sg,,gen,n
nequitiae,n,nequitia,,,,,,sg,,gen,f
nidum,n,nidus,,,,,,sg,,acc,m
in,adp,in,,,,,,,,,
caccabo,v,cacco,imperf,fut,finite,active,ind,sg,3,,
fecit,v,facio,perf,past,finite,active,ind,sg,3,,
margarita,adi,margarita,,,,,,sg,,nom,f
cara,adi,carus,,,,,,sg,,nom,f
tibi,pron,tu,,,,,,sg,,dat,m
bacam,n,bacam,,,,,,sg,,acc,f
indicam,adi,indicus,,,,,,sg,,acc,f
matrona,n,matrona,,,,,,sg,,nom,f
ornata,v,orno,perf,past,participle,passive,,sg,,nom,f
phaleris,n,phalis,,,,,,pl,,abl,m
pelagiis,n,pelagia,,,,,,pl,,abl,n
tollat,v,tollo,imperf,praes,finite,active,coni,sg,3,,
pedes,n,pes,,,,,,pl,,acc,m
indomita,adi,indomitus,,,,,,pl,,acc,n
in,adp,in,,,,,,,,,
strato,v,stro,perf,past,participle,passive,,sg,,abl,n
extraneo,adi,extraneus,,,,,,sg,,abl,m
smaragdum,adi,smaragdus,,,,,,sg,,acc,n
ad,adp,ad,,,,,,,,,
quam,pron,qui,,,,,,sg,,acc,f
rem,n,res,,,,,,sg,,acc,f
viridem,adi,viridem,,,,,,sg,,acc,f
pretiosum,adi,pretiosus,,,,,,sg,,acc,n
vitrum,n,vitrum,,,,,,sg,,acc,n
carchedonios,n,carchedonium,,,,,,pl,,acc,m
optas,v,ofauo,imperf,praes,finite,active,ind,sg,2,,
ignes,n,ignis,,,,,,pl,,acc,m
lapideos,adi,lapideus,,,,,,pl,,acc,m
scintillet,v,scintillo,imperf,praes,finite,active,coni,sg,3,,
probitas,n,probitas,,,,,,sg,,nom,f
e,adp,ex,,,,,,,,,
carbunculis,n,carbunculus,,,,,,pl,,abl,n
aequum,adi,aequus,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
induere,v,induo,imperf,praes,infinitive,active,,,,,
nuptam,adi,nuptus,,,,,,sg,,acc,f
ventum,adi,ventum,,,,,,sg,,acc,m
textilem,adi,textilis,,,,,,sg,,acc,f
palam,n,palam,,,,,,sg,,acc,f
prostare,v,prosto,imperf,praes,infinitive,active,,,,,
nudam,n,nuda,,,,,,sg,,acc,f
in,adp,in,,,,,,,,,
nebula,n,nebula,,,,,,sg,,abl,f
linea,n,linea,,,,,,sg,,abl,f
postquam,adv,postquam,,,,,,,,,
omnes,adi,omnis,,,,,,pl,,acc,f
bonam,adi,bonus,,,,,,sg,,acc,f
mentem,n,mens,,,,,,sg,,acc,f
bonamque,adi,bonamquus,,,,,,sg,,acc,f
valitudinem,n,valitudinem,,,,,,sg,,acc,f
sibi,pron,se,,,,,,sg,,dat,m
optarunt,v,opto,perf,past,finite,active,ind,pl,3,,
trimalchio,n,trimalchio,,,,,,sg,,acc,m
ad,adp,ad,,,,,,,,,
nicerotem,n,nicerosus,,,,,,sg,,acc,m
respexit,v,respicio,perf,past,finite,active,ind,sg,3,,
solebas,v,soleo,imperf,praes,finite,active,ind,sg,2,,
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
suavius,adv,suavius,,,,,,,,,
esse,v,sum,imperf,praes,infinitive,active,,,,,
in,adp,in,,,,,,,,,
convictu,n,convictu,,,,,,sg,,abl,m
nescio,v,nescio,imperf,praes,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
nunc,adv,nunc,,,,,,,,,
taces,v,taceo,imperf,praes,finite,active,ind,sg,2,,
muttis,adi,muttus,,,,,,pl,,acc,m
oro,v,oro,imperf,praes,finite,active,imperative,sg,2,,
te,pron,tu,,,,,,sg,,acc,m
felicem,adi,felix,,,,,,sg,,acc,m
me,pron,ego,,,,,,sg,,acc,m
videas,v,video,imperf,praes,finite,active,coni,sg,2,,
narra,v,naro,imperf,praes,finite,active,ind,sg,2,,
illud,pron,ille,,,,,,sg,,acc,n
quod,pron,qui,,,,,,sg,,acc,n
tibi,pron,tu,,,,,,sg,,dat,m
usu,n,usus,,,,,,sg,,abl,m
venit,v,venio,imperf,past,finite,active,ind,sg,3,,
niceros,n,nicer,,,,,,pl,,acc,m
delectatus,v,delecto,perf,past,participle,passive,,sg,,nom,m
affabilitate,n,affabilitas,,,,,,sg,,abl,f
amici,n,amicus,,,,,,sg,,gen,m
omne,adi,omnis,,,,,,sg,,acc,n
me,pron,ego,,,,,,sg,,acc,m
inquit,v,inquam,imperf,praes,finite,active,ind,sg,3,,
lucrum,n,lux,,,,,,sg,,acc,n
transeat,v,transeo,imperf,praes,finite,active,coni,sg,3,,
dudum,adp,dudum,,,,,,,,,
gaudimonio,n,gaudimonium,,,,,,sg,,abl,n
dissilio,adi,dissilius,,,,,,sg,,abl,n
quod,adv,quod,,,,,,,,,
te,pron,tu,,,,,,sg,,acc,m
talem,adi,talis,,,,,,sg,,acc,m
v,num,v,,,,,,,,,
ideo,adv,ideo,,,,,,,,,
itaque,adv,itaque,,,,,,,,,
hilaria,n,hilaria,,,,,,pl,,acc,n
mera,adi,merus,,,,,,pl,,nom,n
sint,aux,sum,,praes,finite,active,coni,pl,3,,
timeo,v,timeo,imperf,praes,finite,active,ind,sg,1,,
istos,pron,iste,,,,,,pl,,acc,m
scolasticos,adi,scolasticus,,,,,,pl,,acc,m
me,pron,ego,,,,,,sg,,acc,m
rideant,v,rideo,imperf,praes,finite,active,coni,pl,3,,
viderint,v,video,perf,past,finite,active,ind,pl,3,,
narrabo,v,narro,imperf,fut,finite,active,ind,sg,1,,
quid,pron,quis,,,,,,sg,,acc,n
mihi,pron,ego,,,,,,sg,,dat,m
aufert,v,aufero,imperf,praes,finite,active,ind,sg,3,,
qui,pron,qui,,,,,,sg,,nom,m
ridet,v,rideo,imperf,praes,finite,active,ind,sg,3,,
satius,adi,satius,,,,,,sg,,nom,n
est,aux,sum,,praes,finite,active,ind,sg,3,,
rideri,v,rideo,imperf,praes,infinitive,passive,,,,,
quam,adv,quam,,,,,,,,,
derideri,v,derideo,imperf,praes,infinitive,passive,,,,,
haec,pron,hic,,,,,,pl,,acc,n
dicta,v,dico,perf,past,participle,passive,,pl,,acc,n
dedit,v,do,perf,past,finite,active,ind,sg,3,,
talem,adi,talis,,,,,,sg,,acc,f
fabulam,n,fabula,,,,,,sg,,acc,f
exorsus,v,exorior,perf,past,participle,passive,,sg,,nom,m
est,aux,sum,,praes,finite,active,ind,sg,3,,
adhuc,adv,adhuc,,,,,,,,,
servirem,n,servirem,,,,,,sg,,acc,m
habitabamus,v,habito,imperf,past,finite,active,ind,pl,1,,
in,adp,in,,,,,,,,,
vico,n,vico,,,,,,sg,,abl,m
angusto,n,angustus,,,,,,sg,,abl,m
nunc,adv,nunc,,,,,,,,,
gavillae,n,gavillae,,,,,,sg,,gen,f
domus,n,domus,,,,,,sg,,gen,f
est,v,sum,imperf,praes,finite,active,ind,sg,3,,
ibi,adv,ibi,,,,,,,,,
quomodo,adv,quomodo,,,,,,,,,
dii,n,deus,,,,,,pl,,nom,m
